,article_content,labels
375,publish juli 2 2016 least 16 civilian includ women children kill friday air raid syrian regim armi oppositionheld neighborhood tareeq albab aleppo syria largest citi accord proopposit civil defens sourc ground missil fire syrian warplan also wound 25 other ibrahim abu ley told anadolu agenc syria lock viciou civil war sinc earli 2011 bashar alassad regim crack prodemocraci protest erupt part arab spring upris unexpect feroc disproportion forc sinc quarter million peopl kill 10 million displac throughout warbatt countri accord un syrian center polici research ngo howev put death toll fiveyear conflict high 470000,1
31,post august 12 2016 youssef diab russian syrian regim use intern ban bomb attack aleppo chairman syrian network human right fadel abdul ghani told asharq alawsat network investig verifi helicopt belong regim drop barrel bomb contain toxic gass zubdiya neighbourhood aleppo wednesday night bomb drop time unit nation envoy syria staffan de mistura emphas lot evid chlorin ga use aleppo take place war crime three civilian kill twenti other suffer suffoc wednesday night toxic ga believ chlorin ga releas helicopt belong regim medic sourc aleppo said regim helicopt drop barrel contain toxic ga neighbourhood zubdiya aleppo wednesday man woman child die result suffoc sourc ad ga poison chlorin twenti civilian includ women children suffer suffoc immedi taken medic point order receiv necessari medic procedur news websit eldorar alshamia affili syrian opposit said attack use poison gass zubdiya neighbourhood isol case russian warplan target neighbourhood alrashideen area around town kefarnaha west aleppo alramusa area south aleppo phosphor bomb youssef diab,0
482,august 21 2013 franc britain say un must access alleg syria attack site franc britain said wednesday unit nation inspector current syria allow immedi access site alleg deadli chemic weapon attack syria opposit accus govern forc gass mani hundr peopl one report mani 1300 predawn attack wednesday govern presid bashar alassad deni use chemic weapon hope wake support assad regim realiz murder barbar natur british foreign secretari william hagu told report pari survivor activist say ga attack rest insid mosqu duma neighbourhood damascu august 21 2013 reutersbassam khabieh hope un team damascu given immedi unrestrict access area tri establish truth reason given access site mani mile work ad head work dinner french counterpart laurent fabiu fabiu earlier spoke phone head opposit syrian nation coalit call alleg attack horrend tragedi seen sinc thousand iraqi kurd gass saddam hussein forc halabja 1988 un secur council britain franc perman member hold emerg meet 1900 gmt discuss alleg attack report john irish edit andrew heaven standardsth thomson reuter trust principl,1
363,publish octob 31 2014 activist syria report least 75 peopl die barrel bomb attack carri syrian air forc loyal bashar assad regim activist said corps even beyond recognit bomb drop camp near alhabeet northern provinc idlib wednesday kill mostli women children camp footag post youtub show corps women children burn tent peopl scrambl save wound massacr refuge voic camera said let whole world see displac peopl look civilian displac civilian said us said horrifi report bomb ad could confirm detail attack abedin camp noth short barbar said state depart spokeswoman jen psaki unfortun confirm work assad regim latest act brutal regim peopl camp resid told reuter attack took place wednesday two barrel bomb drop armi helicopt britishbas syrian observatori human right also confirm assad regim carri air attack camp us offici acknowledg wednesday solut crisi syria would ultim requir assad remov even though coalit oper target regim nation secur advis susan rice said solut syria ultim result assad departur ad illegitim exceedingli violent leadership creat condit harm popul made attract magnet terrorist speak harman center art base washington rice deputi toni blinken speak carnegi endow intern peac said train equip program coalit sponsor moder syrian opposit fighter also fight assad regim respond question airstrik target assad forc drop barrel bomb civilian blinken said strateg plan coalit ultim destroy islam state iraq alsham isi blinken said challeng keep coalit deal differ agenda countri blinken ad end glue hold togeth isiss violenc war syria start march 2011 prodemocraci protest rapidli grew horrif civil war caus death 200000 peopl least 60000 miss war also displac nearli 10 million peopl assad regim accus commit war crime civilian insurg group,0
437,april 19 2017 dozen casualti syria aleppo bomb blast casualti syria terrorist shell aleppo citi archiv bomb explod aleppo salaheddin district wednesday kill six wound 32 peopl syrian state televis report blast hit southwestern neighborhood salaheddin front line terrorist armi forc armi retook full control citi decemb state televis specifi whether explos result attack unexplod ordnanc left four half year fight preced milit pullout,0
189,suicid bomber kill 4 assad clan hometown afp sunday 22 feb 2015 suicid bomber kill four peopl hospit sunday attack took syria civil war rule assad clan hometown first time monitor group said attack came syrian observatori human right report troop execut 48 peopl earlier week northern villag among 10 children explos hit town qardaha caus suicid bomber drive car along anoth person said observatori ad passeng like accomplic also die blast two women two soldier kill attack said observatori director rami abdel rahman earlier state televis report blast specifi natur attack attack first explos hit heart western town sinc outbreak syria civil war 2011 took place park qardaha hospit outskirt qardaha previous come rocket fire latakia provinc town locat seen sever round heavi fight mausoleum contain grave presid bashar alassad father predecessor hafez brother bassil locat qardaha clan rule syria iron fist 40 year syria war began march 2011 prodemocraci revolt seek assad ouster morph conflict regim unleash brutal crackdown dissent meanwhil observatori said 10 children 13 rebel among 48 peopl execut govern forc northern villag rityan earlier week kill took place troop enter town tuesday offens aim cut rebel suppli line turkish border abdel rahman said dead six famili resist except one hous rebel open fire troop execut along famili brief seizur rityan part abort armi offens week encircl rebelheld east aleppo reliev two besieg shiit villag north friday one villag taken govern forc recaptur rebel includ fighter alqaeda affili alnusra front heavi fight claim live 129 loyalist 116 rebel includ alnusra command accord observatori toll ground offens fail warplan kept pound rebel area aleppo citi part countri saturday two women two children among eight peopl kill barrel bomb hit build oppositionheld area aleppo citi syria commerci capit six peopl also report kill rebel shell regimeheld area citi air forc also kill least 10 peopl rebel area east damascu saturday observatori said accord group latest 7000 peopl kill across syria sinc un secur council pass resolut last year order end sieg indiscrimin use weapon popul area observatori document kill 5812 civilian includ 1733 children 969 women 3110 men barrel bomb air raid past year meanwhil rebel fire regimeheld area kill 1102 peopl said observatori ad 234 children 313 peopl die area armi sieg past year result food medic shortag despit fact resolut also order lift sieg,0
383,publish octob 17 2016 airstrik oppositionheld area northern provinc aleppo monday kill least 36 peopl includ children opposit activist said violenc syria continu major oper began daesh neighbor iraq death villag oweijel west citi aleppo least 23 peopl kill airstrik also wound dozen accord britainbas syrian observatori human right anoth monitor group local coordin committe said air raid carri russian warplan put death toll 30 dozen peopl also kill besieg eastern oppositionheld neighborhood aleppo eastern part citi syria largest subject recent week worst aerial attack year airstrik claim hundr live wound mani other demolish entir build opposit activist blame russian syrian govern warplan strike observatori said monday airstrik hit marjeh neighborhood aleppo media center activist collect said kill includ 11 peopl famili name qab rang monthandahalfold babi girl 25yearold man monday airstrik coincid launch neighbor iraq major oper iraqi kurdish forc back usl coalit retak citi mosul daesh concern govern damascu could use time mosul offens press onslaught aleppo world attent divert develop iraq also monday syrian state media claim 49 oppost fighter kill wound fight neighborhood sheikh saeed shurfa southern edg aleppo nearbi provinc idlib usl coalit drone struck car provinci capit carri name kill insid accord observatori offici immedi clear vehicl attack previous target offici alqaida affili syria known fatah alsham front observatori said attack target faction command offici fatah alsham front formerli known nusra front said car martyr man spoke condit anonym author speak media said clear member group target earlier month drone attack kill top alqaida offici ahm salama mabrouk unit state britain sunday acknowledg western world weak support militari action syria govern seek way pressur syrian regim leader bashar assad chief backer russia halt deadli aleppo offens meet 11 govern oppos assad rule us secretari state john kerri british foreign secretari bori johnson insist option tabl stark explan danger resort militari forc appear rule move govern damascu meanwhil appear tri improv relat egypt arab world popul nation follow first public meet egyptian syrian secur chief maj gen ali mamlouk head nation secur bureau one assad top aid visit cairo sunday head deleg coordin egypt fight terror region syria staterun news agenc sana said sana said syrian met top intellig offici includ deputi chief egypt intellig agenc said side agre coordin polit standpoint strengthen cooper fight terror egypt progovern sada albalad news websit report sunday six syrian arriv privat jet damascu earlier month egypt vote rival french russian draft resolut syria un secur council argu call truce aid besieg syrian rebelheld area northern citi aleppo move anger egypt major financi saudi arabia support rebel fight assad moscowback govern,0
143,strike kill 15 includ 4 children syria idlib monitor air strike kill 15 civilian includ four children syria northwestern provinc idlib saturday syrian observatori human right monitor said monitor group said strike villag urum aljoz suspect carri russian plane oper support syrian govern,1
617,sun feb 21 2016 twin bomb attack kill 50 injur dozen syria hom provinc least 50 peopl lost live 100 other sustain injuri twin bomb attack target residenti neighborhood syria western citi hom secur offici speak condit anonym said two vehicl laden explos went within less minut traffic light alsiteen street alzahraa district citi locat 162 kilomet 101 mile north capit damascu sunday morn report socal syrian observatori human right say toll could rise high number peopl serious wound attack group claim respons act violenc far terrorist attack usual carri takfiri milit group activ area similar incid last decemb 30 peopl kill 90 other wound two bomb explos rock alzahraa neighborhood hom decemb attack came foreignback milit began evacu last district control citi deal damascu new fatal bomb come wake signific armi gain takfiri terror group sever front particularli northwestern provinc aleppo near turkish border foreignsponsor conflict syria flare march 2011 claim live 470000 peopl left 19 million injur accord syrian center polici research moreov 636 million peopl displac intern four million other fled countri sinc begin conflict account 45 percent countri popul shrunk 21 percent syria accus saudi arabia turkey qatar fund arm terrorist group oper insid countri includ daesh press tv report ssh 11,1
793,17022016 syrian armi kill 70 isil terrorist aleppo dozen terrorist kill syrian armi step intens oper posit hideout variou area dozen terrorist kill syrian armi step intens oper posit hideout variou area aleppo armi air forc carri intens sorti target hideout isil terrorist albab citi villag jub ghabsheh eib souran tal alam deir qaq sarjeh alzaalaneh 30km north east aleppo citi militari sourc told sana wednesday 70 terrorist kill 70 other injur airstrik said sourc ad number vehicl key posit isil terrorist destroy aleppo citi armi unit target terrorist organ site neighborhood alrashidin alramouseh alsakhour kill number terrorist injur other damascu countrysid key posit terrorist destroy kafr batna town eastern gouta damascu countrysid posit hit armi airstrik target site terrorist socal liwaa alislam jaish alislam activ eastern gouta hamaidleb armi air forc hit posit jaish alfateh terrorist organ kafr zita jeb alrayan kefr nabbouda northern countrysid hama provinc number vehicl posit terrorist destroy 7 terrorist kill 5 injur airstrik site isil terrorist also target armi airstrik alrahjan villag 50 km east hama citi vehicl equip machinegun hideout includ arm ammunit destroy countrysid neighbor idleb provinc 10 jaish alfateh terrorist kill 19 other injur airstrik posit alhamediyeh abu alduhour khan sheikhoun,0
597,mon jun 20 2016 daesh run area raqqa provinc 30 terrorist kill syrian armi troop antiterror offens western raqqa inflict major loss isil forc terrorist group pull forc back two key region led kill injur dozen terrorist mercenari especi uzbek nation syrian soldier advanc significantli isil al habari oilfield end kill wound sever milit fna report also syrian alli forc captur rajm al sheikh region sothern side al rasafeh hour continu heavi clash daesh terrorist claim live least 30 milit seizur larg amount ammunit militari equip daesh run area raqqa provinc 30 terrorist kill report said earlier today syrian fighter jet largescal antiisil oper target ten isil posit across town al tabaqa inflict major casualti milit isil stronghold 7 neighborhood massiv bomb syrian fighter jet dozen isil terrorist includ sever one uzbek nation kill mani wound air attack also sana report armi foil isi attack militari posit raqqa western countrysid armi unit cooper popular defens group clash last night terrorist group affili isi terrorist organ attack militari posit anbaj zakiyeh deir hafer crossroad atherya altabqa road western countrysid raqq provinc militari sourc told sana clash end thwart attack addit kill injur score terrorist destroy number vehicl arm ammunit kurdish news media kdk news report syrian armi unit take isi weapon depot southwest raqqa 12,1
758,15072016 russian strike kill 18 isil fighter syria russian air strike kill 18 isil group fighter central syria includ near histor citi palmyra past 24 hour monitor said friday russian air strike kill 18 isil group fighter central syria includ near histor citi palmyra past 24 hour monitor said friday britainbas oppos syrian observatori said european member isil among dead strike around town sukhna near palmyra central provinc hom key alli syrian govern russia began carri air strike countri late septemb thursday said carri 50 raid two day target isil jihadist near palmyra govern forc recaptur extremist group march russian air forc increas intens strike target arm unit intern terrorist organ near citi palmyra ministri said statement thursday facebook page six tupolev bomber flew airbas russia thursday morn conduct strike east palmyra near citi arak sukhna well hom region statement said,0
304,last updat jun 062016 amman nearli 50 air strike hit rebelheld area around syrian citi aleppo sunday heaviest recent raid russian syrian govern aircraft resid monitor group said group syrian observatori human right also said unidentifi war plane crash countrysid south aleppo area islamist rebel fighter battl syrian armi iranianback forc inform caus crash civil defenc worker said least 32 peopl kill rebelheld part citi air strike 18 bodi pull flatten build qatrji neighbourhood worst hit monitor said dozen barrel bomb oil drum cylind pack explos shrapnel drop helicopt dens popul district weeklong campaign bomb intens day day get wors worst seen said bebar mishal civil defenc offici rebelheld aleppo part rebel hit governmentheld area aleppo syrian media said escal mortar attack western district state media said attack sunday hamadaniyah midan neighbourhood insurg kill least 20 peopl second day intens shell governmentheld area death toll whole weekend least 44 aleppo countri largest citi war divid year rebel governmentheld zone full control aleppo would huge prize presid bashar assad russia militari intervent sinc septemb help bolster assad govern northwestern provinc idlib meanwhil resid said syrian russian jet bomb rebelheld provinci capit set fire bustl market heart citi 30 peopl injur least three kill dozen unaccount accord activist contact citi idlib strike came day heaviest raid residenti area month kill 30 peopl injur dozen may 31 idlib rel thousand displac syrian air raid aleppo sunday came wake strike civilian area friday resid said intens month syrian observatori said syrian govern raid target main castello road lead rebelheld aleppo part campaign complet encircl citi insurgentdomin area russian defenc ministri statement sunday accus milit syrian rebel group fire mortar mainli kurdishpopul sheikh maqsood neighbourhood aleppo overlook castello road monitor said 13 peopl includ six children kill saturday kurdishrun area insurg mortar rebel accus power kurdish ypg work syrian armi cut main arteri intensifi ground attack highway russian saturday accus milit radic islam group bring least 1000 fighter area southern aleppo countrysid milit consolid gain sinc friday area around strateg town khan touman rebel say nusra front spearhead attack khan touman last month deliv one biggest battlefield setback yet coalit foreign shiit fighter support syrian govern forc rebel say russian jet sunday pound insurg posit area prevent advanc toward nearbi town hader rebel say stronghold iranianback militia also usback forc sunday engag daesh terror group milit offens began last tuesday groupheld area aleppo provinc begin manbij area continu seiz villag accord kurdish sourc monitor,1
610,fri apr 15 2016 6 kill 12 wound alnusra front shell sheikh maqsood least six civilian kill kill alnusra front shell govern forc posit northwestern outskirt aleppo russian defens ministri said thursday earlier day putin said annual qa session aleppo jabhat alnusra isi terrorist outlaw russia tri take kurdish posit northwest aleppo nusra front milit attempt launch offens posit govern forc sheikh maqsood april 13 perform artilleri strike multipl launch rocket system ministri said daili bulletin post websit six civilian kill 12 receiv wound differ sever result shell bulletin said sputnik eport 21211,0
752,03072015 terrorist blast kill grand mosqu imam damascu terrorist explos devic plant insid grand mosqu syria damascu went friday kill imam sheikh salman alafandi terrorist explos devic plant insid grand mosqu syria damascu went friday kill imam sheikh salman alafandi staterun tv report local sourc told sana news agenc terrorist group plant i platform mosqu deton imam speech sheikh afandi martyr five worshipp wound explos caus much destruct insid mosqu statement issu afternoon ministri awqaf announc martyrdom sheikh afandi stress blood martyr increas determin defeat takfiri terror forc dark evil anytim anywher june 23 group terrorist blew car bomb front maath bin jabal mosqu baydar alsultana neighborhood central damascu time worshipp get taraweeh prayer kill sever peopl injur sever other,1
177,barrel bomb kill 11 civilian town syria afp thursday 16 jul 2015 least 11 civilian among three children kill thursday regim barrel bomb attack jihadistheld town northern syria monitor group said govern helicopt drop crude indiscrimin weapon albab lie northern provinc aleppo held extremist islam state group accord syrian observatori human right sinc saturday least 68 civilian kill aerial attack town observatori head rami abdel rahman told afp intensifi air attack regim forc albab aim foil effort multipl front includ nearbi kweyri militari airport besieg year albab strateg import one iss closest posit regimeheld part aleppo said may 60 civilian kill barrel bomb attack town syria embattl regim heavili bombard area aleppo provinc fallen control west idlib provinc allianc rebel islamist fighter carri heavili shell provinc last two regimeheld shiit villag second consecut day armi conquest opposit coalit includ alqaeda syria affili alnusra front began assault fuaa kafraya wednesday dozen shell fell overnight wednesday thursday morn fuaa kafraya larg inhabit shiit muslim observatori said abdel rahman said casualti immedi toll armi conquest said wednesday attack respons offens armi lebanes shiit movement hezbollah zabadani last rebelheld bastion along syrianlebanes border clash zabadani rage thursday accord observatori document heavi shell town sinc earli juli least 230000 peopl kill syria multifront conflict began 2011 antigovern protest devolv civil war,0
635,thu dec 29 2016 50 isi terrorist kill syrian armi antiterror oper eastern hom syrian armi forc continu antiterror oper eastern hom target isi posit near ancient citi palmyra tadmur inflict heavi casualti damag milit alalam syria syrian armi unit support artilleri missil fire pound isil move gather center near tadmur albayarat jazal western qasr alhayyar abu kala dam eastern hom thursday oper 50 terrorist kill 9 militari vehicl 2 artilleri system smash syrian armi troop air forc target isil concentr center gather ancient citi palmyra outskirt also wednesday inflict dozen casualti terrorist armi men target posit movement isi east fourth station baar alfawaerah region west tadmur kill 13 milit wound sever armi aircraft also pound isil posit movement citi palmyra nearbi area badiyeh alqarbi western desert fourth station villag altiya sharifeh eastern hom leav number milit dead militari vehicl canon rocket launcher destroy also armi men storm isi gather villag habreh alsharqi habreh alqarbi rasm hamideh jubb habal abu qatour unq alhawa abu hawadid jubb hamad sharifeh tuesday kill wound larg number milit meantim armi troop target gather fatah alsham command near alrastan town kill wound sever command 212,1
639,sat aug 13 2016 200 jeish al fatah terrorist kill syrian armi aleppo syrian arm forc kill 200 terrorist southwestern aleppo sinc end defens went offens thursday syrian armi resist forc start new round clash milit southwestern part aleppo inflict larg number casualti terrorist first wave attackfna report also syrian armi repel 7 wave power terrorist attack southwestern part aleppo last 10 day kill 2200 milit 12,1
192,suicid bomber kill six syria restaur report suicid bomb aleppo restaur student graduat celebr kill six wound 19 critic condit say monitor group afp friday 23 aug 2013 suicid bomb restaur syria second citi aleppo kill six peopl includ journalist progovern televis state media monitor group said friday blast struck group youth celebr graduat student one kill attack dine area mogambo thursday said syrian observatori human right attack also wound 19 peopl includ critic condit said britainbas organis offici sana news agenc also report attack singl death journalist identifi alikhbariya tv correspond hassan muhanna attack occur part aleppo control regim presid bashar alassad fight arm upris two year conflict kill 100000 may 27 anoth alikhbariya journalist kill sniper rebel stronghold qusayr prior death media watchdog report without border said 23 journalist kill syria sinc countri conflict erupt march 2011,1
122,date public 5 june 2016 air strike syrian regim war plane aleppo sunday kill around 32 civilian rebelheld district human right monitor said tag aleppo syria human right barrel bomb syria war air raid dozen syrian regim air strike aleppo kill least 16 civilian sunday monitor said barrel bomb caus huge damag one rebelheld district local activist put death toll higher say around 32 kill crude unguid explos devic hit qaterji neighbourhood afp photograph saw street strewn rubbl resid ran safeti rescuer rush bloodi child ambul syrian observatori human right said nine civilian kill qaterji two other includ child die mayssar neighbourhood northern citi anoth five civilian kill two district citi outskirt qaterji man stood middl road surround debri shout angrili civilian rebel street two women two children scrambl safeti past mangl iron shutter shop build badli damag barrel bomb afp photograph said rescuer hair cover white dust carri child bloodcov face ambul anoth wound child alreadi lay truce agre russia unit state februari violat nearli continu around aleppo regim rebel group fought control sinc 2012 around 200000 peopl live rebelheld eastern part aleppo rout area cut follow fierc fight erupt thursday 300 civilian kill aleppo sinc april analyst estim around 400000 peopl kill million displac sinc syria war start 2011 brutal repress antigovern protest read also,1
51,10 jul 2016 exhaust ammunit pilot leav scene helicopt came fire ground near palmyra citi syrian soldier drive past arch triumph ancient citi palmyra april two russian airmen kill helicopt shot east citi trt world agenc two russian pilot kill syria daesh shot helicopt near palmyra russian militari quot say local media two pilot riafagat khabibulin yevgeni dolgin fli syrian mi25 helicopt down east palmyra citi russian pilot attack daesh hom region friday request syrian govern use ammunit pilot leav area chopper came fire ground held syrian militari troop daesh milit breach syrian forc line east palmyra turn helicopt hit milit gunfir ground crash area control syrian govern armi crew die russian militari quot say interfax news agenc video footag releas daesh affili news agenc amaq saturday show helicopt shot crash ground cri fallen god greatest statement russian defenc ministri said two russian pilot test flight hom region syrian mi25 helicopt lace ammunit statement said syrian govern request pilot carri strike daesh milit pilot nomin russian state award russian forc enter conflict end last year back forc syrian regim russia far lost least 12 soldier syrian war sourc trtworld agenc,0
603,tue may 3 2016 dozen kill injur terrorist missil attack syria aleppo hospit least ten peopl kill dozen injur terrorist launch rocket dabbit hospit aleppo sourc syrian militia said casualti also report alzahra quarter car bomb explos power explos occur alzahra quarter terrorist deton car bomb fatal among resid mani wound number difficult estim moment told ria novosti terrorist carri missil attack dabbit hospit aleppo kill 10 visitor leav dozen peopl injur wound seriou condit sourc told ria novosti hospit control govern forc target radic rebel group syrian state tv report facil said complet ruin attack larg number nusra front terrorist alli take part attack aleppo direct scientif research center armi militia repel attack help syrian air forc plane sourc told ria novosti earlier day nusra front terrorist group launch 60 missil attack syrian citi aleppo kill nine peopl sputnik report 21211,0
757,18072016 usl coalit strike kill 21 civilian northern syria airstrik usl coalit fighter jet kill least 21 civilian northern syrian territori held isil terrorist airstrik usl coalit fighter jet kill least 21 civilian northern syrian territori held isil terrorist monitor group said socal syrian observatori human right said monday least 15 peopl kill coalit carri raid northern district manbij citi ukbas group advoc syrian opposit said six peopl lost live villag near manbij similar attack coalit fighter jet socal multin task forc isil start controversi mission iraq late 2014 isil seiz control territori west north countri unit state claim attack carri assist syrian kurd arab fight isil area along turkish border provinc aleppo howev attack led numer death among civilian syrian militari forc us alli use incirlik air base southern turkey bomb purport isil posit northern syria iraq,1
214,american among 18 jihadist kill syria raid ngo afp friday 5 sep 2014 death toll syrian govern raid islam state stronghold eastern syria risen 18 includ american fighter jihadist group monitor said thursday syrian observatori human right said wednesday strike destroy build use headquart prison milit deir ezzor provinc strike villag ghareebeh kill least 18 jihadist fighter leader nonsyrian includ american britainbas observatori said wednesday observatori report least five milit kill attack raid enabl jail prison escap jihadist control oilrich provinc deir ezzor sinc rout govern troop juli,0
783,22042016 syrian armi kill 28 isil terrorist hama syrian armi unit cover syrian air forc target hideout gather terrorist isil alnusra front qaeda branch levant terrorist organ across countri syrian armi unit cover syrian air forc target hideout gather terrorist isil alnusra front qaeda branch levant terrorist organ across countri kill dozen destroy vehicl equip hama armi unit cover syrian air forc clash alnusra jund alaqsa terrorist altamanaa skeik atshan tri attack residenti area direct maan 30 km north hama citi militari sourc told sana friday attack foil 28 terrorist kill includ one alnusra leader atshan nicknam abu moussa sourc confirm two vehicl equip heavi machinegun 3 cannon destroy confront hom syrian air forc carri airstrik concentr movement isil terrorist north palmyra citi around warehous area eastern countrysid hom provinc militari sourc told sana airstrik result kill mani member isil destroy number vehicl equip machinegun later sourc said armi arm forc unit cooper popular defens group thwart infiltr attempt terrorist group affili isil direct oum suhairij villag toward villag maksar alhussan tuloul alhawa alsharqiya tuloul alhawa algharbiya jubb aljarrah area 73 km east hom citi armi unit clash attack terrorist target precis fire result destroy number vehicl equip machinegun kill number terrorist remain terrorist fled toward oum suhairij nearbi villag hole deir ezzor armi unit target isil posit alsinaa alumm neighborhood deir ezzor citi destroy along weapon equip insid meantim armi air forc hit gather fortif isil terrorist alkassarat area baqjaji farm southern outskirt deir ezzor citi sweida armi unit destroy two vehicl equip heavi machinegun belong alnusra terrorist alsheikh hussein khleif hill sweida countrysid daraa armi unit target concentr artilleri fire 4 vehicl belong alnusra move tal alsheikh hussein toloul khalif far northeast countrysid daraa provinc least 2 vehicl destroy mani terrorist kill other injur due artilleri strike daraa albalad armi unit clash terrorist group affili alnusra attack militari checkpoint east alkarak tank alabassia neighborhood number terrorist kill vehicl mortar launcher destroy clash,0
526,monday 21 novemb 2016 1918 500 civilian kill one week ongo bomb campaign major aleppo least 545 peopl includ 84 children 35 women kill hundr injur escal bomb campaign assad regim russian air forc syria town citi sinc tuesday accord figur compil syrian coalit media offic aleppo bore brunt feroci airstrik artilleri bombard 374 peopl record kill citi countrysid past week russian assad regim forc tuesday resum aerial artilleri bombard rebelheld area across syria follow brief paus target mainli civilian area vital civilian infrastructur aleppo idlib hom eastern ghouta director health aleppo provinc saturday announc suspens work hospit citi besieg neighborhood directli hit airstrik director said statement longer abl offer medic care around 300 000 civilian trap eastern part citi activist said 67 peopl kill dozen injur airstrik aleppo countrysid sunday ad airstrik concentr neighborhood sakhour shaar jabal badro ard alhamra seif addawla karm aljab besieg eastern part citi two civilian kill rocket attack regim forc town bayanoun north aleppo civil defens corp announc two center neighborhood hanano town orim alqubra rural aleppo put servic hit russian assad regim warplan sunday doctor without border msf saturday said special pediatr hospit besieg eastern aleppo come attack second time sinc airstrik resum 15 novemb point least 130 medic facil target airstrik barrel bomb sinc begin 2016 meanwhil director educ idlib provinc monday announc closur school provinc end week due relentless bomb campaign activist rural idlib said five peopl kill dozen injur multipl russian airstrik town idlib sunday rural hom meanwhil activist said un aid convoy abl enter town rastan due artilleri shell regim forc sunday regim forc also pound town ghanto talbeesah alsien zafarana heavi artilleri caus mani civilian casualti sourc syrian coalit media offic twitter,1
281,car bomb kill six syria hom ngo afp monday 17 mar 2014 six peopl kill 20 wound monday car bomb hom district home member syrian presid bashar alassad alawit sect monitor group said least six peopl kill includ women children 20 other wound car bomb attack zahraa district said syrian observatori human right britainbas group network contact insid syria state news agenc sana confirm report hom seen syria worst violenc sinc outbreak revolt assad three year ago met brutal crackdown spawn civil war hand district heart citi remain rebel control besieg nearli two year resid surviv littl herb suffer daili shell fight rage north syria second citi aleppo rebel regim loyalist helicopt drop barrel bomb opposit area citi observatori said least one man kill regim shell clash rage citi front line group said ad 11 troop kill monday fight rebel armi mujahideen meanwhil detain promin femal activist marcel shehwaro friend mohammad khalili aleppo refus islam headscarf accord local activist pair taken islam court question activist say would protest court demand releas damascu mortar hit central umayyad squar kill one policeman secur sourc told afp north capit armi back lebanes alli hezbollah shell flita prepar offens remain rebel enclav qalamoun mountain near lebanon border shell come day fall yabrud key opposit bastion qalamoun area 146000 peopl kill syria war million displac,0
417,14 august 2016 civilian kill 3 injur terrorist attack aleppo sana one civilian kill three other injur due terrorist attack rocket shell explos round residenti neighborhood aleppo sourc aleppo polic command told sana report terrorist fire rocket shell explos round alzahraa nile street neighborhood aleppo citi kill one person injur three other damag public privat properti hazem sabbagh,0
30,post juli 2 2016 asharq alawsat english thirti kill syrian strike damascan suburb town thirti civilian kill saturday intens syrian air strike damascan suburb town northeast citi day report execut syrian air forc pilot monitor rebel said raid target medic center school residenti area jayrud town rebel said jayrud heavili popul area struck local truce armi save heavi bomb rebel held area made sanctuari thousand civilian flee heavi battl nearbi ukbas syrian observatori human right said score also injur aerial strike well shell armi post area rebel spokesman said strike seem retali kill syrian air forc pilot parachut near town plane crash friday strike civilian retali execut pilot nusra front said said seif al qalamoni free syrian armi fsa shahid ahmad abdo brigad oper jayrud alongsid al qaeda nusra front group rebel joint oper room target main armi base region russianmad surfac surfac missil aerial strike al qalamoni said syrian state media said crash due technic fault pilot eject rebel group jaish alislam said shot plane say jaish al islam said pilot arrest subsequ kill fighter nusra front held joint command center armi warn strong respons execut pilot report shortli shown rebel video circul social media give detail mission separ russian syrian plane intensifi bomb saturday strateg rebelheld area aleppo near rout oppositionheld part northern citi malah area fall armi alli would succeed lay sieg area 400000 peopl live rebel control asharq alawsat english asharq alawsat world premier panarab daili newspap print simultan day four contin 14 citi launch london 1978 asharq alawsat establish decis public panarab intern affair offer reader indepth analysi exclus editori well comprehens coverag entir arab world,0
32,post august 3 2013 nazeer rida least 12 islamist fighter kill clash kurdish milit syrian citi hasaka earli friday ukbas syrian observatori human right sohr said clash erupt friday midnight fighter peopl protect unit ypg one hand fighter islam state iraq syria isi alnusra front hand sohr announc frida fight came renew tension two side kurdishdomin area north east syria first time islamist link alqaeda kurdish milit fought sinc syrian crisi erupt 2011 rebelonrebel violenc frequent area along turkish border last month wit heavi clash oilrich citi ra alayn northeastern syria arabkurdish crisi appear includ free syrian armi fsa video post internet show col abdul jabbar akidi member fsa militari council announc fsa sent reinforc islamist can not toler necessari wipe pkk said refer kurdistan worker parti view largest kurdish polit militari format syria democrat union parti pyd dismiss akidi statement unjustifi speak exclus asharq alawsat pyd spokesman nawaf khalil said reason akidi call fight kurd unknown pkk clearli announc syrian regim support lost legitimaci attack meant entir kurdish region pretext fight pkk khalil said stress kurd fight attack pyd syrian franchis turkish pkk believ stand largest polit militari format syria assum control kurdishdomin area east north syria sinc juli 2012 set checkpoint run public affair khalil reaffirm asharq alawsat pyd despir toppl regim well opposit alqaedalink rebel group alnusra front want go battl islamist particularli agreement sign today lay sieg us addit sieg laid syrian regim one hand turkey along border pyd spokesman said ad stanc opposit fsa serv interest dictatori regim look formula deal cooper even coordin ground kurdish side face regim aggress work toppl regim coordin side accept islamist regim armi fsa enter area news un said would probe report opposit fighter commit massacr troop loyal assad khan alass seiz strateg town regim last week un high commission human right navi pillay said statement examin video document atroc commit rebel pillay said imag verifi suggest execut commit khan alass call thorough independ investig establish whether war crime commit also warn side syria think immun prosecut nazeer rida,1
